--------------------NEW LOG--------------------
Logger started at: 2021-9-23 18:41:9
Validation Loss Decreased(inf--->0.02466) 	 Saving The Model
Validation Loss Decreased(0.01421--->0.01421) 	 Saving The Model
Validation Loss Decreased(0.01421--->0.01421) 	 Saving The Model
Validation Loss Decreased(0.01421--->0.01420) 	 Saving The Model
Validation Loss Decreased(0.01420--->0.01420) 	 Saving The Model
Validation Loss Decreased(0.01420--->0.01420) 	 Saving The Model
Validation Loss Decreased(0.01420--->0.01420) 	 Saving The Model
Validation Loss Decreased(0.01420--->0.01420) 	 Saving The Model
Validation Loss Decreased(0.01420--->0.01420) 	 Saving The Model
Validation Loss Decreased(0.01420--->0.01419) 	 Saving The Model
Validation Loss Decreased(0.01419--->0.01419) 	 Saving The Model
Validation Loss Decreased(0.01419--->0.01419) 	 Saving The Model
Validation Loss Decreased(0.01419--->0.01419) 	 Saving The Model
Validation Loss Decreased(0.01419--->0.01419) 	 Saving The Model
Validation Loss Decreased(0.01419--->0.01419) 	 Saving The Model
Validation Loss Decreased(0.01419--->0.01419) 	 Saving The Model
Validation Loss Decreased(0.01419--->0.01419) 	 Saving The Model
Epoch 600 		 Training Loss: 0.00777 		 Validation Loss: 0.01418
Validation Loss Decreased(0.01419--->0.01418) 	 Saving The Model
Validation Loss Decreased(0.01418--->0.01418) 	 Saving The Model
Validation Loss Decreased(0.01418--->0.01418) 	 Saving The Model
Validation Loss Decreased(0.01418--->0.01418) 	 Saving The Model
Validation Loss Decreased(0.01418--->0.01418) 	 Saving The Model
Validation Loss Decreased(0.01418--->0.01418) 	 Saving The Model
Validation Loss Decreased(0.01418--->0.01418) 	 Saving The Model
Validation Loss Decreased(0.01418--->0.01418) 	 Saving The Model
Validation Loss Decreased(0.01418--->0.01418) 	 Saving The Model
Validation Loss Decreased(0.01418--->0.01418) 	 Saving The Model
Validation Loss Decreased(0.01418--->0.01418) 	 Saving The Model
Validation Loss Decreased(0.01418--->0.01418) 	 Saving The Model
Validation Loss Decreased(0.01418--->0.01417) 	 Saving The Model
Validation Loss Decreased(0.01417--->0.01417) 	 Saving The Model
Validation Loss Decreased(0.01417--->0.01417) 	 Saving The Model
Validation Loss Decreased(0.01417--->0.01417) 	 Saving The Model
Validation Loss Decreased(0.01417--->0.01417) 	 Saving The Model
Validation Loss Decreased(0.01417--->0.01417) 	 Saving The Model
Validation Loss Decreased(0.01417--->0.01417) 	 Saving The Model
Validation Loss Decreased(0.01417--->0.01417) 	 Saving The Model
Validation Loss Decreased(0.01417--->0.01416) 	 Saving The Model
Validation Loss Decreased(0.01416--->0.01416) 	 Saving The Model
Validation Loss Decreased(0.01416--->0.01416) 	 Saving The Model
Validation Loss Decreased(0.01416--->0.01416) 	 Saving The Model
Validation Loss Decreased(0.01416--->0.01416) 	 Saving The Model
Validation Loss Decreased(0.01416--->0.01416) 	 Saving The Model
Validation Loss Decreased(0.01416--->0.01416) 	 Saving The Model
Validation Loss Decreased(0.01416--->0.01416) 	 Saving The Model
Validation Loss Decreased(0.01416--->0.01416) 	 Saving The Model
Validation Loss Decreased(0.01416--->0.01416) 	 Saving The Model
Validation Loss Decreased(0.01416--->0.01416) 	 Saving The Model
Validation Loss Decreased(0.01416--->0.01416) 	 Saving The Model
Validation Loss Decreased(0.01416--->0.01416) 	 Saving The Model
Validation Loss Decreased(0.01416--->0.01416) 	 Saving The Model
Epoch 700 		 Training Loss: 0.00727 		 Validation Loss: 0.01418
Epoch 800 		 Training Loss: 0.00675 		 Validation Loss: 0.01428
Epoch 900 		 Training Loss: 0.00627 		 Validation Loss: 0.01444
Epoch 1000 		 Training Loss: 0.00581 		 Validation Loss: 0.01473
Epoch 1100 		 Training Loss: 0.00537 		 Validation Loss: 0.01500
Epoch 1200 		 Training Loss: 0.00496 		 Validation Loss: 0.01543
Epoch 1300 		 Training Loss: 0.00457 		 Validation Loss: 0.01594
Epoch 1400 		 Training Loss: 0.00421 		 Validation Loss: 0.01665
Epoch 1500 		 Training Loss: 0.00386 		 Validation Loss: 0.01742
Epoch 1600 		 Training Loss: 0.00355 		 Validation Loss: 0.01829
Epoch 1700 		 Training Loss: 0.00325 		 Validation Loss: 0.01921
Epoch 1800 		 Training Loss: 0.00297 		 Validation Loss: 0.02020
Epoch 1900 		 Training Loss: 0.00272 		 Validation Loss: 0.02110
Epoch 2000 		 Training Loss: 0.00248 		 Validation Loss: 0.02193
Epoch 2100 		 Training Loss: 0.00227 		 Validation Loss: 0.02285
Epoch 2200 		 Training Loss: 0.00206 		 Validation Loss: 0.02335
Epoch 2300 		 Training Loss: 0.00188 		 Validation Loss: 0.02388
Epoch 2400 		 Training Loss: 0.00172 		 Validation Loss: 0.02448
Epoch 2500 		 Training Loss: 0.00158 		 Validation Loss: 0.02500
Epoch 2600 		 Training Loss: 0.00145 		 Validation Loss: 0.02569
Stopping the training early		Model saved
	Training Loss: 0.0013652623165398836
	Validation Loss: 0.014156070537865162




RMSE of validation set: 18.501749831521426
RMSE of entire data set: 6.513479300374078




--------------------NEW LOG--------------------
Logger started at: 2021-9-23 19:34:20
Validation Loss Decreased(inf--->0.01823) 	 Saving The Model
Validation Loss Decreased(0.01823--->0.01823) 	 Saving The Model
Validation Loss Decreased(0.01823--->0.01823) 	 Saving The Model
Validation Loss Decreased(0.01823--->0.01823) 	 Saving The Model
Validation Loss Decreased(0.01823--->0.01823) 	 Saving The Model
Validation Loss Decreased(0.01823--->0.01822) 	 Saving The Model
Validation Loss Decreased(0.01822--->0.01822) 	 Saving The Model
Validation Loss Decreased(0.01822--->0.01822) 	 Saving The Model
Validation Loss Decreased(0.01822--->0.01822) 	 Saving The Model
Validation Loss Decreased(0.01822--->0.01822) 	 Saving The Model
Validation Loss Decreased(0.01822--->0.01822) 	 Saving The Model
Validation Loss Decreased(0.01822--->0.01822) 	 Saving The Model
Validation Loss Decreased(0.01822--->0.01822) 	 Saving The Model
Validation Loss Decreased(0.01822--->0.01822) 	 Saving The Model
Validation Loss Decreased(0.01822--->0.01821) 	 Saving The Model
Validation Loss Decreased(0.01821--->0.01821) 	 Saving The Model
Validation Loss Decreased(0.01821--->0.01821) 	 Saving The Model
Validation Loss Decreased(0.01821--->0.01821) 	 Saving The Model
Validation Loss Decreased(0.01821--->0.01821) 	 Saving The Model
Validation Loss Decreased(0.01821--->0.01821) 	 Saving The Model
Validation Loss Decreased(0.01821--->0.01821) 	 Saving The Model
Validation Loss Decreased(0.01821--->0.01821) 	 Saving The Model
Validation Loss Decreased(0.01821--->0.01820) 	 Saving The Model
Validation Loss Decreased(0.01820--->0.01820) 	 Saving The Model
Validation Loss Decreased(0.01820--->0.01820) 	 Saving The Model
Validation Loss Decreased(0.01820--->0.01820) 	 Saving The Model
Validation Loss Decreased(0.01820--->0.01820) 	 Saving The Model
Validation Loss Decreased(0.01820--->0.01820) 	 Saving The Model
Validation Loss Decreased(0.01820--->0.01820) 	 Saving The Model
Validation Loss Decreased(0.01820--->0.01820) 	 Saving The Model
Validation Loss Decreased(0.01820--->0.01819) 	 Saving The Model
Validation Loss Decreased(0.01819--->0.01819) 	 Saving The Model
Validation Loss Decreased(0.01819--->0.01819) 	 Saving The Model
Validation Loss Decreased(0.01819--->0.01819) 	 Saving The Model
Validation Loss Decreased(0.01819--->0.01819) 	 Saving The Model
Validation Loss Decreased(0.01819--->0.01819) 	 Saving The Model
Validation Loss Decreased(0.01819--->0.01819) 	 Saving The Model
Validation Loss Decreased(0.01819--->0.01819) 	 Saving The Model
Validation Loss Decreased(0.01819--->0.01818) 	 Saving The Model
Validation Loss Decreased(0.01818--->0.01818) 	 Saving The Model
Validation Loss Decreased(0.01818--->0.01818) 	 Saving The Model
Validation Loss Decreased(0.01818--->0.01818) 	 Saving The Model
Validation Loss Decreased(0.01818--->0.01818) 	 Saving The Model
Validation Loss Decreased(0.01818--->0.01818) 	 Saving The Model
Validation Loss Decreased(0.01818--->0.01818) 	 Saving The Model
Validation Loss Decreased(0.01818--->0.01818) 	 Saving The Model
Validation Loss Decreased(0.01818--->0.01818) 	 Saving The Model
Validation Loss Decreased(0.01818--->0.01817) 	 Saving The Model
Validation Loss Decreased(0.01817--->0.01817) 	 Saving The Model
Validation Loss Decreased(0.01817--->0.01817) 	 Saving The Model
Validation Loss Decreased(0.01817--->0.01817) 	 Saving The Model
Validation Loss Decreased(0.01817--->0.01817) 	 Saving The Model
Validation Loss Decreased(0.01817--->0.01817) 	 Saving The Model
Validation Loss Decreased(0.01817--->0.01817) 	 Saving The Model
Validation Loss Decreased(0.01817--->0.01817) 	 Saving The Model
Validation Loss Decreased(0.01817--->0.01816) 	 Saving The Model
Validation Loss Decreased(0.01816--->0.01816) 	 Saving The Model
Validation Loss Decreased(0.01816--->0.01816) 	 Saving The Model
Validation Loss Decreased(0.01816--->0.01816) 	 Saving The Model
Validation Loss Decreased(0.01816--->0.01816) 	 Saving The Model
Validation Loss Decreased(0.01816--->0.01816) 	 Saving The Model
Validation Loss Decreased(0.01816--->0.01816) 	 Saving The Model
Validation Loss Decreased(0.01816--->0.01816) 	 Saving The Model
Validation Loss Decreased(0.01816--->0.01815) 	 Saving The Model
Validation Loss Decreased(0.01815--->0.01815) 	 Saving The Model
Validation Loss Decreased(0.01815--->0.01815) 	 Saving The Model
Validation Loss Decreased(0.01815--->0.01815) 	 Saving The Model
Validation Loss Decreased(0.01815--->0.01815) 	 Saving The Model
Validation Loss Decreased(0.01815--->0.01815) 	 Saving The Model
Validation Loss Decreased(0.01815--->0.01815) 	 Saving The Model
Validation Loss Decreased(0.01815--->0.01815) 	 Saving The Model
Validation Loss Decreased(0.01815--->0.01815) 	 Saving The Model
Validation Loss Decreased(0.01815--->0.01814) 	 Saving The Model
Validation Loss Decreased(0.01814--->0.01814) 	 Saving The Model
Validation Loss Decreased(0.01814--->0.01814) 	 Saving The Model
Validation Loss Decreased(0.01814--->0.01814) 	 Saving The Model
Validation Loss Decreased(0.01814--->0.01814) 	 Saving The Model
Validation Loss Decreased(0.01814--->0.01814) 	 Saving The Model
Validation Loss Decreased(0.01814--->0.01814) 	 Saving The Model
Validation Loss Decreased(0.01814--->0.01814) 	 Saving The Model
Validation Loss Decreased(0.01814--->0.01813) 	 Saving The Model
Validation Loss Decreased(0.01813--->0.01813) 	 Saving The Model
Validation Loss Decreased(0.01813--->0.01813) 	 Saving The Model
Validation Loss Decreased(0.01813--->0.01813) 	 Saving The Model
Validation Loss Decreased(0.01813--->0.01813) 	 Saving The Model
Validation Loss Decreased(0.01813--->0.01813) 	 Saving The Model
Validation Loss Decreased(0.01813--->0.01813) 	 Saving The Model
Validation Loss Decreased(0.01813--->0.01813) 	 Saving The Model
Validation Loss Decreased(0.01813--->0.01813) 	 Saving The Model
Validation Loss Decreased(0.01813--->0.01812) 	 Saving The Model
Validation Loss Decreased(0.01812--->0.01812) 	 Saving The Model
Validation Loss Decreased(0.01812--->0.01812) 	 Saving The Model
Validation Loss Decreased(0.01812--->0.01812) 	 Saving The Model
Validation Loss Decreased(0.01812--->0.01812) 	 Saving The Model
Validation Loss Decreased(0.01812--->0.01812) 	 Saving The Model
Validation Loss Decreased(0.01812--->0.01812) 	 Saving The Model
Validation Loss Decreased(0.01812--->0.01812) 	 Saving The Model
Validation Loss Decreased(0.01812--->0.01811) 	 Saving The Model
Validation Loss Decreased(0.01811--->0.01811) 	 Saving The Model
Epoch 100 		 Training Loss: 0.01363 		 Validation Loss: 0.01811
Validation Loss Decreased(0.01811--->0.01811) 	 Saving The Model
Validation Loss Decreased(0.01811--->0.01811) 	 Saving The Model
Validation Loss Decreased(0.01811--->0.01811) 	 Saving The Model
Validation Loss Decreased(0.01811--->0.01811) 	 Saving The Model
Validation Loss Decreased(0.01811--->0.01811) 	 Saving The Model
Validation Loss Decreased(0.01811--->0.01811) 	 Saving The Model
Validation Loss Decreased(0.01811--->0.01811) 	 Saving The Model
Validation Loss Decreased(0.01811--->0.01810) 	 Saving The Model
Validation Loss Decreased(0.01810--->0.01810) 	 Saving The Model
Validation Loss Decreased(0.01810--->0.01810) 	 Saving The Model
Validation Loss Decreased(0.01810--->0.01810) 	 Saving The Model
Validation Loss Decreased(0.01810--->0.01810) 	 Saving The Model
Validation Loss Decreased(0.01810--->0.01810) 	 Saving The Model
Validation Loss Decreased(0.01810--->0.01810) 	 Saving The Model
Validation Loss Decreased(0.01810--->0.01810) 	 Saving The Model
Validation Loss Decreased(0.01810--->0.01809) 	 Saving The Model
Validation Loss Decreased(0.01809--->0.01809) 	 Saving The Model
Validation Loss Decreased(0.01809--->0.01809) 	 Saving The Model
Validation Loss Decreased(0.01809--->0.01809) 	 Saving The Model
Validation Loss Decreased(0.01809--->0.01809) 	 Saving The Model
Validation Loss Decreased(0.01809--->0.01809) 	 Saving The Model
Validation Loss Decreased(0.01809--->0.01809) 	 Saving The Model
Validation Loss Decreased(0.01809--->0.01809) 	 Saving The Model
Validation Loss Decreased(0.01809--->0.01809) 	 Saving The Model
Validation Loss Decreased(0.01809--->0.01808) 	 Saving The Model
Validation Loss Decreased(0.01808--->0.01808) 	 Saving The Model
Validation Loss Decreased(0.01808--->0.01808) 	 Saving The Model
Validation Loss Decreased(0.01808--->0.01808) 	 Saving The Model
Validation Loss Decreased(0.01808--->0.01808) 	 Saving The Model
Validation Loss Decreased(0.01808--->0.01808) 	 Saving The Model
Validation Loss Decreased(0.01808--->0.01808) 	 Saving The Model
Validation Loss Decreased(0.01808--->0.01808) 	 Saving The Model
Validation Loss Decreased(0.01808--->0.01807) 	 Saving The Model
Validation Loss Decreased(0.01807--->0.01807) 	 Saving The Model
Validation Loss Decreased(0.01807--->0.01807) 	 Saving The Model
Validation Loss Decreased(0.01807--->0.01807) 	 Saving The Model
Validation Loss Decreased(0.01807--->0.01807) 	 Saving The Model
Validation Loss Decreased(0.01807--->0.01807) 	 Saving The Model
Validation Loss Decreased(0.01807--->0.01807) 	 Saving The Model
Validation Loss Decreased(0.01807--->0.01807) 	 Saving The Model
Validation Loss Decreased(0.01807--->0.01807) 	 Saving The Model
Validation Loss Decreased(0.01807--->0.01806) 	 Saving The Model
Validation Loss Decreased(0.01806--->0.01806) 	 Saving The Model
Validation Loss Decreased(0.01806--->0.01806) 	 Saving The Model
Validation Loss Decreased(0.01806--->0.01806) 	 Saving The Model
Validation Loss Decreased(0.01806--->0.01806) 	 Saving The Model
Validation Loss Decreased(0.01806--->0.01806) 	 Saving The Model
Validation Loss Decreased(0.01806--->0.01806) 	 Saving The Model
Validation Loss Decreased(0.01806--->0.01806) 	 Saving The Model
Validation Loss Decreased(0.01806--->0.01806) 	 Saving The Model
Validation Loss Decreased(0.01806--->0.01805) 	 Saving The Model
Validation Loss Decreased(0.01805--->0.01805) 	 Saving The Model
Validation Loss Decreased(0.01805--->0.01805) 	 Saving The Model
Validation Loss Decreased(0.01805--->0.01805) 	 Saving The Model
Validation Loss Decreased(0.01805--->0.01805) 	 Saving The Model
Validation Loss Decreased(0.01805--->0.01805) 	 Saving The Model
Validation Loss Decreased(0.01805--->0.01805) 	 Saving The Model
Validation Loss Decreased(0.01805--->0.01805) 	 Saving The Model
Validation Loss Decreased(0.01805--->0.01804) 	 Saving The Model
Validation Loss Decreased(0.01804--->0.01804) 	 Saving The Model
Validation Loss Decreased(0.01804--->0.01804) 	 Saving The Model
Validation Loss Decreased(0.01804--->0.01804) 	 Saving The Model
Validation Loss Decreased(0.01804--->0.01804) 	 Saving The Model
Validation Loss Decreased(0.01804--->0.01804) 	 Saving The Model
Validation Loss Decreased(0.01804--->0.01804) 	 Saving The Model
Validation Loss Decreased(0.01804--->0.01804) 	 Saving The Model
Validation Loss Decreased(0.01804--->0.01804) 	 Saving The Model
Validation Loss Decreased(0.01804--->0.01803) 	 Saving The Model
Validation Loss Decreased(0.01803--->0.01803) 	 Saving The Model
Validation Loss Decreased(0.01803--->0.01803) 	 Saving The Model
Validation Loss Decreased(0.01803--->0.01803) 	 Saving The Model
Validation Loss Decreased(0.01803--->0.01803) 	 Saving The Model
Validation Loss Decreased(0.01803--->0.01803) 	 Saving The Model
Validation Loss Decreased(0.01803--->0.01803) 	 Saving The Model
Validation Loss Decreased(0.01803--->0.01803) 	 Saving The Model
Validation Loss Decreased(0.01803--->0.01803) 	 Saving The Model
Validation Loss Decreased(0.01803--->0.01802) 	 Saving The Model
Validation Loss Decreased(0.01802--->0.01802) 	 Saving The Model
Validation Loss Decreased(0.01802--->0.01802) 	 Saving The Model
Validation Loss Decreased(0.01802--->0.01802) 	 Saving The Model
Validation Loss Decreased(0.01802--->0.01802) 	 Saving The Model
Validation Loss Decreased(0.01802--->0.01802) 	 Saving The Model
Validation Loss Decreased(0.01802--->0.01802) 	 Saving The Model
